"3203","-0.1","37.7","Jun 05, 2018 at 2:16 PM","38.5","37.5","37.7","513","16.599","438,258","37.8","GHAIL"
"3204","-1.4","39","Jun 05, 2018 at 2:16 PM","39.9","38.5","38.5","26","0.383","9,815","39.9","GHCL"
"3205","3.4","1,406.4","Jun 05, 2018 at 2:16 PM","1,408","1,406","1,408","2","0.035","25","1,404.6","GLAXOSMITH"
"3206","0.3","12.3","Jun 05, 2018 at 2:16 PM","12.3","12","12.3","37","0.265","21,661","12","GLOBALINS"
"3207","-0.2","10.8","Jun 05, 2018 at 2:16 PM","11.1","10.8","10.8","85","0.765","69,995","11","GOLDENSON"
"3208","-2.5","405.8","Jun 05, 2018 at 2:16 PM","410","405","405.1","1,359","118.691","291,729","407.6","GP"
"3209","-0.2","37.6","Jun 05, 2018 at 2:16 PM","37.8","37.3","37.3","127","2.62","69,714","37.5","GPHISPAT"
"3210","1.2","72.6","Jun 05, 2018 at 2:16 PM","73.9","71.6","73","215","3.7","50,851","71.8","GQBALLPEN"
"3211","0.1","16.5","Jun 05, 2018 at 2:16 PM","16.6","16.3","16.5","20","0.605","36,712","16.4","GRAMEENS2"
"3212","0.3","9.6","Jun 05, 2018 at 2:16 PM","9.6","9.2","9.4","12","0.186","19,448","9.1","GREENDELMF"
"3213","-0.1","58.7","Jun 05, 2018 at 2:16 PM","58.7","58.6","58.6","7","0.035","600","58.7","GREENDELT"
"3214","0.4","16.5","Jun 05, 2018 at 2:16 PM","16.6","16.3","16.6","115","2.726","165,925","16.2","GSPFINANCE"
"3215","1.6","55.8","Jun 05, 2018 at 2:16 PM","56.9","53.1","55.3","85","0.666","11,928","53.7","HAKKANIPUL"
"3216","0.9","340.3","Jun 05, 2018 at 2:16 PM","343.9","339","339","53","0.604","1,768","338.1","HEIDELBCEM"
"3217","0.9","25.9","Jun 05, 2018 at 2:16 PM","26.2","25.2","26.2","225","7.686","299,447","25.3","HFL"
"3218","-1","39.9","Jun 05, 2018 at 2:16 PM","41.6","39.5","40.1","1,135","31.06","767,761","41.1","HRTEX"
"3219","0.4","37.7","Jun 05, 2018 at 2:16 PM","38.2","37.4","38.2","23","0.169","4,472","37.8","HWAWELLTEX"
"3220","4.7","261.4","Jun 05, 2018 at 2:16 PM","263.3","257.5","261.5","447","20.591","79,088","256.8","IBNSINA"
"3221","1.8","125.9","Jun 05, 2018 at 2:16 PM","129","123.6","125.4","559","9.406","74,364","123.6","ICB"
"3222","-0.1","9.8","Jun 05, 2018 at 2:16 PM","9.9","9.8","9.8","9","0.174","17,711","9.9","ICB2NDNRB"
"3223","0.2","6.1","Jun 05, 2018 at 2:16 PM","6.2","6","6.1","13","0.16","26,330","5.9","ICB3RDNRB"
"3224","0","7.6","Jun 05, 2018 at 2:16 PM","7.7","7.5","7.7","65","0.258","33,850","7.7","ICBAGRANI1"
"3225","-0.1","7.9","Jun 05, 2018 at 2:16 PM","8","7.8","7.8","13","0.673","85,577","7.9","ICBAMCL2ND"
"3226","-0.1","6.7","Jun 05, 2018 at 2:16 PM","6.7","6.6","6.6","10","0.224","33,499","6.7","ICBEPMF1S1"
"3227","0.1","4.7","Jun 05, 2018 at 2:16 PM","4.8","4.7","4.8","24","0.473","100,300","4.7","ICBIBANK"
"3228","-0.2","8.4","Jun 05, 2018 at 2:16 PM","8.4","8.4","8.4","1","0.004","500","8.6","ICBSONALI1"
"3229","-0.2","67.5","Jun 05, 2018 at 2:16 PM","69.9","67.4","67.4","284","23.033","338,458","67.6","IDLC"
"3230","1.6","108.9","Jun 05, 2018 at 2:16 PM","109.6","107.3","109.5","1,046","49.042","451,727","107.9","IFADAUTOS"
"3231","-0.1","12.7","Jun 05, 2018 at 2:16 PM","12.8","12.6","12.6","170","5.804","456,425","12.7","IFIC"
"3232","0","5.6","Jun 05, 2018 at 2:16 PM","5.7","5.6","5.6","9","0.333","59,453","5.6","IFIC1STMF"
"3233","0","7.5","Jun 05, 2018 at 2:16 PM","7.5","7.4","7.4","16","0.161","21,541","7.4","IFILISLMF1"
"3234","0.8","15.2","Jun 05, 2018 at 2:16 PM","15.4","14.4","15.2","360","12.186","812,834","14.4","ILFSL"
"3235","-1.1","27.7","Jun 05, 2018 at 2:16 PM","29","27.2","27.4","89","0.42","15,158","28.5","IMAMBUTTON"
"3236","-0.3","17.6","Jun 05, 2018 at 2:16 PM","18.1","17.5","17.6","282","9.216","517,881","17.9","INTECH"
"3237","0.9","47.4","Jun 05, 2018 at 2:16 PM","48.5","46.6","47.6","3,588","100.474","2,111,197","46.7","INTRACO"
"3238","-1.2","29.5","Jun 05, 2018 at 2:16 PM","30.1","29.2","29.2","74","3.448","116,405","30.4","IPDC"
"3239","-0.1","23.6","Jun 05, 2018 at 2:16 PM","23.8","23.5","23.5","246","7.376","312,402","23.6","ISLAMIBANK"
"3240","-0.1","15","Jun 05, 2018 at 2:16 PM","15.3","14.9","14.9","92","1.071","71,294","15","ISLAMICFIN"
"3241","0.3","27.8","Jun 05, 2018 at 2:16 PM","27.9","27","27.4","81","1.569","56,969","27.1","ISLAMIINS"
"3242","-0.6","20.8","Jun 05, 2018 at 2:16 PM","21.9","20.4","21.2","83","0.701","33,512","21.8","ISNLTD"
"3243","-0.3","31.3","Jun 05, 2018 at 2:16 PM","32.7","31.2","31.3","137","3.245","103,011","31.6","ITC"
"3244","0.3","15.1","Jun 05, 2018 at 2:16 PM","15.1","14.7","15.1","82","1.059","70,690","14.8","JAMUNABANK"
"3245","1.6","181.6","Jun 05, 2018 at 2:16 PM","182","180.2","181.7","39","0.701","3,865","180.1","JAMUNAOIL"
"3246","-0.4","14.8","Jun 05, 2018 at 2:16 PM","15.8","14.4","15","13","0.183","12,310","15.4","JANATAINS"
"3247","-4.5","186","Jun 05, 2018 at 2:16 PM","191","185.2","186.5","743","16.435","87,319","191","JMISMDL"
"3248","8.1","160","Jun 05, 2018 at 2:16 PM","164.5","152","162","105","0.581","3,604","153.9","JUTESPINN"
"3249","-0.1","13.1","Jun 05, 2018 at 2:16 PM","13.4","13","13.1","56","0.266","20,175","13.2","KARNAPHULI"
"3250","1.7","189.5","Jun 05, 2018 at 2:16 PM","190.9","186","188.2","272","3.309","17,607","186.5","KAY&QUE"
"3251","-0.2","15.4","Jun 05, 2018 at 2:16 PM","15.8","15.3","15.4","382","8.392","541,988","15.6","KBPPWBIL"
"3252","-0.4","54.7","Jun 05, 2018 at 2:16 PM","56.8","54.5","54.8","128","1.03","18,734","55.2","KDSALTD"
"3253","0.1","9.7","Jun 05, 2018 at 2:16 PM","9.8","9.6","9.7","527","17.123","1,765,320","9.6","KEYACOSMET"
"3254","7.3","391.8","Jun 05, 2018 at 2:16 PM","398.7","381","392","345","7.25","18,483","384.7","KOHINOOR"
"3255","1.7","65","Jun 05, 2018 at 2:16 PM","65.8","63.1","65.1","1,786","121.637","1,877,378","63.4","KPCL"
"3256","-0.1","9.3","Jun 05, 2018 at 2:16 PM","9.4","9.1","9.1","45","0.525","56,662","9.2","KPPL"
"3257","0","25.8","Jun 05, 2018 at 2:16 PM","26","25.7","25.8","466","17.585","680,387","25.8","LANKABAFIN"
"3258","-2.3","84","Jun 05, 2018 at 2:16 PM","87.8","83.6","83.8","2,215","65.129","764,268","86.1","LEGACYFOOT"
"3259","0.4","54.6","Jun 05, 2018 at 2:16 PM","55","53.9","54.6","534","24.374","447,567","54.2","LHBL"
"3260","40.9","587.2","Jun 05, 2018 at 2:16 PM","587.2","550","587.2","175","8.066","13,851","546.3","LIBRAINFU"
"3261","1.1","1,229.8","Jun 05, 2018 at 2:16 PM","1,238","1,225","1,232","96","2.5","2,027","1,230.9","LINDEBD"
"3262","0","7.9","Jun 05, 2018 at 2:16 PM","7.9","7.9","7.9","6","1.574","199,294","7.9","LRGLOBMF1"
"3263","0.2","9","Jun 05, 2018 at 2:16 PM","9.2","8.9","9.1","184","5.47","605,218","8.9","MAKSONSPIN"
"3264","-0.3","17.8","Jun 05, 2018 at 2:16 PM","18.2","17.3","18","23","0.334","18,780","18.3","MALEKSPIN"
"3265","33.7","1,159.3","Jun 05, 2018 at 2:16 PM","1,178","1,145.2","1,178","22","0.152","131","1,144.3","MARICO"
"3266","0.3","37.3","Jun 05, 2018 at 2:16 PM","37.5","37.2","37.4","7","0.041","1,100","37.1","MATINSPINN"
"3267","-0.8","7.8","Jun 05, 2018 at 2:16 PM","7.9","7.8","7.8","13","0.083","10,610","8.6","MBL1STMF"
"3268","0.1","27.3","Jun 05, 2018 at 2:16 PM","27.8","25.3","27.5","93","0.76","28,765","27.4","MEGCONMILK"
"3269","0.6","91.5","Jun 05, 2018 at 2:16 PM","92.9","91.2","92","33","0.321","3,502","91.4","MEGHNACEM"
"3270","0.4","56.2","Jun 05, 2018 at 2:16 PM","57.9","56.1","57.5","44","0.83","14,754","57.1","MEGHNALIFE"
"3271","-0.1","23.4","Jun 05, 2018 at 2:16 PM","23.7","23","23.5","27","0.306","13,048","23.6","MEGHNAPET"
"3272","0.5","17","Jun 05, 2018 at 2:16 PM","17.1","16.8","17.1","392","18.593","1,094,148","16.6","MERCANBANK"
"3273","-0.3","25","Jun 05, 2018 at 2:16 PM","25.4","24.9","24.9","60","1.381","55,105","25.2","MERCINS"
"3274","0.1","9.8","Jun 05, 2018 at 2:16 PM","10.1","9.8","9.9","184","3.642","367,859","9.8","METROSPIN"
"3275","0.1","14.5","Jun 05, 2018 at 2:16 PM","14.6","14.3","14.5","72","1.155","79,809","14.4","MHSML"
"3276","-0.2","79.7","Jun 05, 2018 at 2:16 PM","80","78.8","80","25","0.235","2,946","80.2","MICEMENT"
"3277","-0.5","24.4","Jun 05, 2018 at 2:16 PM","25.5","24.2","24.8","69","0.951","38,336","25.3","MIDASFIN"
"3278","-0.4","45.1","Jun 05, 2018 at 2:16 PM","46.7","44.8","45.5","1,479","43.46","951,890","45.9","MIRACLEIND"
"3279","-0.3","20.9","Jun 05, 2018 at 2:16 PM","21.4","20.7","20.7","67","0.683","32,507","21","MITHUNKNIT"
"3280","-0.4","98","Jun 05, 2018 at 2:16 PM","102","97.9","98.4","547","30.45","309,750","98.8","MJLBD"
"3281","20.2","251.5","Jun 05, 2018 at 2:16 PM","252.1","241.5","252.1","118","1.547","6,196","231.9","MODERNDYE"
"3282","4.4","169","Jun 05, 2018 at 2:16 PM","173","162.9","167.9","2,800","139.212","831,583","163.5","MONNOCERA"
"3283","121.8","2,557.9","Jun 05, 2018 at 2:16 PM","2,557.9","2,495","2,557.9","823","24.075","9,454","2,436.1","MONNOSTAF"
"3284","-0.4","182.6","Jun 05, 2018 at 2:16 PM","183","182","182.7","54","1.482","8,125","183.1","MPETROLEUM"
"3285","-1.1","28.9","Jun 05, 2018 at 2:16 PM","29.9","28.1","28.9","37","0.968","33,153","30","MTB"
"3286","-1.1","52","Jun 05, 2018 at 2:16 PM","53.7","51.7","52","1,508","73.117","1,385,965","53.1","NAHEEACP"
"3287","-0.5","147","Jun 05, 2018 at 2:16 PM","147.1","146.5","146.5","38","2.226","15,140","147","NATLIFEINS"
"3288","0.5","68.7","Jun 05, 2018 at 2:16 PM","69.4","68.1","68.8","361","12.02","174,740","68.3","NAVANACNG"
"3289","-0.1","9.7","Jun 05, 2018 at 2:16 PM","9.8","9.6","9.6","313","9.187","950,932","9.7","NBL"
"3290","0.1","13.8","Jun 05, 2018 at 2:16 PM","13.9","13.7","13.9","93","3.382","245,586","13.8","NCCBANK"
"3291","0","7.5","Jun 05, 2018 at 2:16 PM","7.6","7.5","7.5","7","0.338","45,020","7.5","NCCBLMF1"
"3292","0.2","13.5","Jun 05, 2018 at 2:16 PM","13.6","13.4","13.5","111","1.991","147,809","13.3","NFML"
"3293","0.2","36.4","Jun 05, 2018 at 2:16 PM","38","36","37.3","32","0.197","5,381","37.1","NHFIL"
"3294","--","29.2","Jun 05, 2018 at 2:16 PM","0","0","0","0","0","0","29.2","NITOLINS"
"3295","--","14.5","Jun 05, 2018 at 2:16 PM","0","0","0","0","0","0","14.5","NLI1STMF"
"3296","16.5","319","Jun 05, 2018 at 2:16 PM","320","305.1","319.9","2,338","30.954","98,301","303.4","NORTHERN"
"3297","-0.3","16.9","Jun 05, 2018 at 2:16 PM","17.5","16.7","16.7","64","0.571","33,426","17","NORTHRNINS"
"3298","-0.6","78.4","Jun 05, 2018 at 2:16 PM","80.4","77.1","79.5","247","4.737","59,784","80.1","NPOLYMAR"
"3299","1.9","624.9","Jun 05, 2018 at 2:16 PM","628.5","620","623.2","175","2.64","4,228","621.3","NTC"
"3300","1.6","112.5","Jun 05, 2018 at 2:16 PM","114.4","110.7","113","1,558","44.368","394,439","111.4","NTLTUBES"
"3301","0","14.9","Jun 05, 2018 at 2:16 PM","15.1","14.8","14.9","200","6.199","415,515","14.9","NURANI"
"3302","0","15.2","Jun 05, 2018 at 2:16 PM","15.4","15.2","15.2","161","4.009","262,220","15.2","OAL"
"3303","0","42.8","Jun 05, 2018 at 2:16 PM","43.5","42.6","42.9","418","14.473","337,554","42.9","OIMEX"
"3304","-0.2","238","Jun 05, 2018 at 2:16 PM","240.4","236.5","237.6","127","2.68","11,271","237.8","OLYMPIC"
"3305","0.3","16.5","Jun 05, 2018 at 2:16 PM","17.2","16.3","16.5","152","6.187","374,428","16.2","ONEBANKLTD"
"3306","0.9","49.3","Jun 05, 2018 at 2:16 PM","49.9","48.9","49.6","110","1.928","39,033","48.7","ORIONINFU"
"3307","0.7","41","Jun 05, 2018 at 2:16 PM","41.3","40.2","41.3","96","2.242","54,691","40.6","ORIONPHARM"
"3308","0.6","34.2","Jun 05, 2018 at 2:16 PM","35.2","33.1","34.8","549","11.459","338,071","34.2","PADMALIFE"
"3309","-0.1","231.1","Jun 05, 2018 at 2:16 PM","232","230.5","230.7","45","1.163","5,035","230.8","PADMAOIL"
"3310","0.3","13.1","Jun 05, 2018 at 2:16 PM","13.2","13","13.2","21","0.209","15,935","12.9","PARAMOUNT"
"3311","0.3","16.6","Jun 05, 2018 at 2:16 PM","16.9","16.5","16.7","130","2.284","136,672","16.4","PDL"
"3312","1","24.6","Jun 05, 2018 at 2:16 PM","24.8","23.9","24.8","597","19.928","816,115","23.8","PENINSULA"
"3313","-0.1","19","Jun 05, 2018 at 2:16 PM","19.1","18.8","18.9","16","0.181","9,527","19","PEOPLESINS"
"3314","0","6.5","Jun 05, 2018 at 2:16 PM","6.5","6.5","6.5","5","0.212","32,600","6.5","PF1STMF"
"3315","16.4","482.6","Jun 05, 2018 at 2:16 PM","488.5","468.4","481.9","1,677","58.721","122,423","465.5","PHARMAID"
"3316","--","22.5","Jun 05, 2018 at 2:16 PM","0","0","0","0","0","0","22.5","PHENIXINS"
"3317","0","30.6","Jun 05, 2018 at 2:16 PM","30.7","29.2","30.6","59","6.154","201,213","30.6","PHOENIXFIN"
"3318","0","6","Jun 05, 2018 at 2:16 PM","6","6","6","10","0.064","10,734","6","PHPMF1"
"3319","0.3","27","Jun 05, 2018 at 2:16 PM","27","26.8","26.8","40","0.818","30,300","26.5","PIONEERINS"
"3320","0.6","9.2","Jun 05, 2018 at 2:16 PM","9.2","8.7","9.2","194","2.042","228,444","8.6","PLFSL"
"3321","0","5.7","Jun 05, 2018 at 2:16 PM","5.8","5.7","5.7","23","0.514","90,085","5.7","POPULAR1MF"
"3322","1.3","87.3","Jun 05, 2018 at 2:16 PM","91.2","86.5","89.3","163","1.944","22,108","88","POPULARLIF"
"3323","0.5","46.3","Jun 05, 2018 at 2:16 PM","46.9","46","46.9","109","2.665","57,399","46.4","POWERGRID"
"3324","-0.1","24.8","Jun 05, 2018 at 2:16 PM","25.2","24.7","24.7","93","1.504","60,482","24.8","PRAGATIINS"
"3325","1","95.1","Jun 05, 2018 at 2:16 PM","95.9","94","95","70","0.84","8,832","94","PRAGATILIF"
"3326","0.3","11.2","Jun 05, 2018 at 2:16 PM","11.3","11","11.2","198","8.904","795,685","10.9","PREMIERBAN"
"3327","-1.7","74.4","Jun 05, 2018 at 2:16 PM","76.6","74","75","12","0.224","3,011","76.7","PREMIERCEM"
"3328","0.1","10.8","Jun 05, 2018 at 2:16 PM","10.8","10.7","10.8","28","0.414","38,505","10.7","PREMIERLEA"
"3329","-0.1","6.8","Jun 05, 2018 at 2:16 PM","6.8","6.7","6.7","7","0.078","11,530","6.8","PRIME1ICBA"
"3330","0.2","17.4","Jun 05, 2018 at 2:16 PM","17.7","17.4","17.5","61","2.868","163,820","17.3","PRIMEBANK"
"3331","-0.1","8.7","Jun 05, 2018 at 2:16 PM","8.8","8.6","8.6","46","0.881","101,665","8.7","PRIMEFIN"
"3332","0","16.6","Jun 05, 2018 at 2:16 PM","16.8","16.5","16.5","3","0.004","250","16.5","PRIMEINSUR"
"3333","0.4","44.3","Jun 05, 2018 at 2:16 PM","45.1","44","44.9","64","1.13","25,609","44.5","PRIMELIFE"
"3334","0.2","24.9","Jun 05, 2018 at 2:16 PM","25.5","24.8","25","199","3.725","148,963","24.8","PRIMETEX"
"3335","-2.1","51.3","Jun 05, 2018 at 2:16 PM","51.6","51.1","51.1","32","0.154","3,000","53.2","PROGRESLIF"
"3336","-0.7","15","Jun 05, 2018 at 2:16 PM","15.4","15","15","64","0.932","61,841","15.7","PROVATIINS"
"3337","1.6","43.9","Jun 05, 2018 at 2:16 PM","44.2","42.4","44.2","284","17.939","413,373","42.6","PTL"
"3338","0.3","22.5","Jun 05, 2018 at 2:16 PM","22.6","22.2","22.6","56","0.408","18,224","22.3","PUBALIBANK"
"3339","0","14.2","Jun 05, 2018 at 2:16 PM","14.4","14","14.3","99","2.137","150,571","14.3","PURABIGEN"
"3340","3.1","63.2","Jun 05, 2018 at 2:16 PM","63.7","59.8","63.7","832","16.906","270,809","60.6","QUASEMIND"
"3341","3.2","51.5","Jun 05, 2018 at 2:16 PM","52","46.8","51.4","1,628","52.47","1,053,932","48.2","QUEENSOUTH"
"3342","6.4","164.3","Jun 05, 2018 at 2:16 PM","165","157.5","162.1","371","5.263","32,478","155.7","RAHIMAFOOD"
"3343","-1.1","326.6","Jun 05, 2018 at 2:16 PM","331.7","325.1","326.1","500","8.901","27,139","327.2","RAHIMTEXT"
"3344","0.4","42.8","Jun 05, 2018 at 2:16 PM","43.1","42.3","43","161","3.805","88,973","42.6","RAKCERAMIC"
"3345","0.3","135.2","Jun 05, 2018 at 2:16 PM","136.9","133.5","133.5","214","4.797","35,501","133.2","RANFOUNDRY"
"3346","0.4","16.8","Jun 05, 2018 at 2:16 PM","16.9","16.4","16.9","257","4.978","299,004","16.5","RDFOOD"
"3347","6.6","1,662.9","Jun 05, 2018 at 2:16 PM","1,680.9","1,645","1,680.9","25","0.315","190","1,674.3","RECKITTBEN"
"3348","0.1","16.3","Jun 05, 2018 at 2:16 PM","16.5","16.3","16.4","90","1.286","78,485","16.3","REGENTTEX"
"3349","0","10.4","Jun 05, 2018 at 2:16 PM","10.4","10.4","10.4","2","0.01","1,000","10.4","RELIANCE1"
"3350","-0.5","48.7","Jun 05, 2018 at 2:16 PM","48.8","48","48.2","15","1.086","22,300","48.7","RELIANCINS"
"3351","-4.5","1,215","Jun 05, 2018 at 2:16 PM","1,225","1,213.2","1,215.9","246","16.821","13,820","1,220.4","RENATA"
"3352","-3.8","642.5","Jun 05, 2018 at 2:16 PM","663","630","641","473","9.756","15,053","644.8","RENWICKJA"
"3353","--","22.2","Jun 05, 2018 at 2:16 PM","0","0","0","0","0","0","22.2","REPUBLIC"
"3354","0","11.9","Jun 05, 2018 at 2:16 PM","12","11.8","11.9","197","4.782","400,923","11.9","RNSPIN"
"3355","0.8","50.5","Jun 05, 2018 at 2:16 PM","50.7","49.9","50.7","236","6.58","130,953","49.9","RSRMSTEEL"
"3356","1.3","37.4","Jun 05, 2018 at 2:16 PM","37.7","36.7","37.5","213","3.38","90,825","36.2","RUPALIBANK"
"3357","-0.2","16.1","Jun 05, 2018 at 2:16 PM","16.5","16","16.5","9","0.173","10,725","16.7","RUPALIINS"
"3358","-1","60","Jun 05, 2018 at 2:16 PM","61.3","59","59.4","496","18.781","314,268","60.4","RUPALILIFE"
"3359","-0.5","18.1","Jun 05, 2018 at 2:16 PM","19.2","18","18.6","711","29.398","1,599,313","19.1","SAFKOSPINN"
"3360","0.4","24.6","Jun 05, 2018 at 2:16 PM","24.9","24.3","24.8","251","7.119","289,290","24.4","SAIFPOWER"
"3361","0","13.5","Jun 05, 2018 at 2:16 PM","13.7","13.2","13.4","119","4.367","326,837","13.4","SAIHAMCOT"
"3362","0","19.5","Jun 05, 2018 at 2:16 PM","19.7","19.5","19.5","17","0.108","5,528","19.5","SAIHAMTEX"
"3363","-0.2","31.2","Jun 05, 2018 at 2:16 PM","31.6","31","31","74","1.245","39,974","31.2","SALAMCRST"
"3364","-0.4","25.6","Jun 05, 2018 at 2:16 PM","26.1","25.5","25.5","185","6.598","256,382","25.9","SALVOCHEM"
"3365","-1.9","50","Jun 05, 2018 at 2:16 PM","52.2","48.2","50","122","1.148","22,955","51.9","SAMATALETH"
"3366","1.2","71.9","Jun 05, 2018 at 2:16 PM","72.8","71.1","72.5","262","3.711","51,533","71.3","SAMORITA"
"3367","-0.3","26.8","Jun 05, 2018 at 2:16 PM","27.1","26.7","26.7","92","1.119","41,582","27","SANDHANINS"
"3368","-0.2","27.1","Jun 05, 2018 at 2:16 PM","27.6","27","27","177","3.135","115,340","27.2","SAPORTL"
"3369","0.4","160","Jun 05, 2018 at 2:16 PM","160","156","160","101","0.732","4,590","159.6","SAVAREFR"
"3370","-0.1","13.7","Jun 05, 2018 at 2:16 PM","13.7","13.7","13.7","7","0.73","53,250","13.8","SEBL1STMF"
"3371","0.3","9","Jun 05, 2018 at 2:16 PM","9.1","8.5","9.1","59","2.267","254,173","8.8","SEMLIBBLSF"
"3372","0.6","9.4","Jun 05, 2018 at 2:16 PM","9.7","9.3","9.7","79","2.211","235,083","9.1","SEMLLECMF"
"3373","0","21.9","Jun 05, 2018 at 2:16 PM","22.1","21.9","22","79","4.074","185,646","22","SHAHJABANK"
"3374","2.5","65.6","Jun 05, 2018 at 2:16 PM","66.7","64","65.8","1,916","133.595","2,045,267","63.3","SHASHADNIM"
"3375","0.6","29.3","Jun 05, 2018 at 2:16 PM","29.7","29.1","29.7","758","25.77","877,327","29.1","SHEPHERD"
"3376","0.1","17.7","Jun 05, 2018 at 2:16 PM","18","16.8","17.8","128","1.65","94,740","17.7","SHURWID"
"3377","1.9","44.7","Jun 05, 2018 at 2:16 PM","45.4","43.3","45","187","1.076","24,400","43.1","SHYAMPSUG"
"3378","0.1","15.6","Jun 05, 2018 at 2:16 PM","15.6","15.5","15.5","125","4.968","318,795","15.4","SIBL"
"3379","-0.2","27.5","Jun 05, 2018 at 2:16 PM","27.9","27.3","27.7","33","0.471","17,159","27.9","SIMTEX"
"3380","1","165.9","Jun 05, 2018 at 2:16 PM","167","164.9","166.2","314","5.125","30,957","165.2","SINGERBD"
"3381","-0.1","52.9","Jun 05, 2018 at 2:16 PM","54.1","52.3","53.4","1,067","25.927","487,197","53.5","SINOBANGLA"
"3382","6.1","309.1","Jun 05, 2018 at 2:16 PM","314","295.2","307.6","901","19.19","62,958","301.5","SONALIANSH"
"3383","-0.1","13.5","Jun 05, 2018 at 2:16 PM","13.8","13.3","13.7","13","0.099","7,348","13.8","SONARBAINS"
"3384","-0.1","16.9","Jun 05, 2018 at 2:16 PM","17.9","16.8","16.9","141","2.038","119,381","17","SONARGAON"
"3385","0.4","15.4","Jun 05, 2018 at 2:16 PM","16.2","14.8","15.3","159","11.792","778,401","14.9","SOUTHEASTB"
"3386","-0.1","16.7","Jun 05, 2018 at 2:16 PM","17","16.4","16.8","89","0.591","35,377","16.9","SPCERAMICS"
"3387","1.4","81.3","Jun 05, 2018 at 2:16 PM","82","80.5","81.7","200","3.53","43,384","80.3","SPCL"
"3388","-0.3","49.4","Jun 05, 2018 at 2:16 PM","50.3","49","49.6","139","3.504","70,632","49.9","SQUARETEXT"
"3389","5.7","289.9","Jun 05, 2018 at 2:16 PM","290","284.2","289.9","1,674","126.311","436,953","284.2","SQURPHARMA"
"3390","-0.1","111.1","Jun 05, 2018 at 2:16 PM","114.5","109.4","111.4","50","0.7","6,318","111.5","STANCERAM"
"3391","1.1","31.8","Jun 05, 2018 at 2:16 PM","31.9","30.6","31.8","267","9.764","310,828","30.7","STANDARINS"
"3392","0.2","10.6","Jun 05, 2018 at 2:16 PM","10.8","10.5","10.8","45","1.351","128,141","10.6","STANDBANKL"
"3393","119.1","2,026","Jun 05, 2018 at 2:16 PM","2,026","1,910.2","2,026","1,267","38.594","19,429","1,906.9","STYLECRAFT"
"3394","0.4","35.4","Jun 05, 2018 at 2:16 PM","35.9","35.3","35.7","320","19.273","542,502","35.3","SUMITPOWER"
"3395","-0.2","20.9","Jun 05, 2018 at 2:16 PM","21.9","20.8","20.8","15","0.159","7,590","21","SUNLIFEINS"
"3396","--","21.7","Jun 05, 2018 at 2:16 PM","0","0","0","0","0","0","21.7","TAKAFULINS"
"3397","-0.2","7","Jun 05, 2018 at 2:16 PM","7.3","7","7","70","1.026","144,500","7.2","TALLUSPIN"
"3398","0.4","39.3","Jun 05, 2018 at 2:16 PM","39.6","38.4","39","216","5.331","136,181","38.6","TITASGAS"
"3399","0.1","17.7","Jun 05, 2018 at 2:16 PM","18.4","17.6","17.7","44","0.774","43,678","17.6","TOSRIFA"
"3400","0","6.3","Jun 05, 2018 at 2:16 PM","6.3","6.2","6.3","18","0.558","88,692","6.3","TRUSTB1MF"
"3401","0.7","31.9","Jun 05, 2018 at 2:16 PM","32.2","31.4","32.2","78","2.489","78,604","31.5","TRUSTBANK"
"3402","0.2","7","Jun 05, 2018 at 2:16 PM","7.1","6.9","7.1","93","0.761","109,436","6.9","TUNGHAI"
"3403","0.4","17.9","Jun 05, 2018 at 2:16 PM","18","17.6","18","99","2.261","126,773","17.6","UCB"
"3404","0.4","13.3","Jun 05, 2018 at 2:16 PM","13.5","13","13.5","25","0.226","16,960","13.1","UNIONCAP"
"3405","0","52","Jun 05, 2018 at 2:16 PM","52.6","51.7","51.8","412","13.433","257,448","51.8","UNIQUEHRL"
"3406","0","4","Jun 05, 2018 at 2:16 PM","4.2","4","4.1","279","3.927","976,822","4.1","UNITEDAIR"
"3407","0.3","17.3","Jun 05, 2018 at 2:16 PM","17.3","17.1","17.3","33","0.863","50,029","17","UNITEDFIN"
"3408","-0.2","21.1","Jun 05, 2018 at 2:16 PM","21.1","20.8","20.8","7","0.154","7,290","21","UNITEDINS"
"3409","0.4","212","Jun 05, 2018 at 2:16 PM","214.4","211","211.6","837","54.578","256,554","211.2","UPGDCL"
"3410","2.5","142.5","Jun 05, 2018 at 2:16 PM","143.9","138","143.4","2,068","60.813","430,466","140.9","USMANIAGL"
"3411","0.2","23.5","Jun 05, 2018 at 2:16 PM","23.6","23.2","23.5","143","4.23","180,608","23.3","UTTARABANK"
"3412","0.3","55.3","Jun 05, 2018 at 2:16 PM","55.9","55.1","55.5","40","0.497","8,973","55.2","UTTARAFIN"
"3413","--","9.1","Jun 05, 2018 at 2:16 PM","0","0","0","0","0","0","9.1","VAMLBDMF1"
"3414","0","8.9","Jun 05, 2018 at 2:16 PM","8.9","8.9","8.9","3","0.04","4,470","8.9","VAMLRBBF"
"3415","10.9","303.5","Jun 05, 2018 at 2:16 PM","308","293.1","305","445","12.553","41,448","294.1","WATACHEM"
"3416","-0.1","30.2","Jun 05, 2018 at 2:16 PM","30.8","29.9","30.2","768","36.271","1,198,231","30.3","WMSHIPYARD"
"3417","0.1","16.9","Jun 05, 2018 at 2:16 PM","17","16.7","16.9","81","0.997","59,071","16.8","YPL"
"3418","-0.2","11.8","Jun 05, 2018 at 2:16 PM","12","11.6","11.6","293","10.359","874,969","11.8","ZAHEENSPIN"
